Invoice_No,Stock_Code,Description,Category,Quantity,Invoice_Date,Unit_Price,Customer_ID,Country,Total_Spend
INV-100446,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-06-28 00:00:00,59.99,CUST-1069,United Kingdom,59.99
INV-100447,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-02-25 00:00:00,39.99,CUST-1475,Canada,39.99
INV-100448,SKU-106,USB-C Multiport Adapter,Accessories,1,2023-06-04 00:00:00,34.5,CUST-1469,United States,34.5
INV-100449,SKU-106,USB-C Multiport Adapter,Accessories,1,2023-04-21 00:00:00,34.5,CUST-1330,United States,34.5
INV-100450,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-05-17 00:00:00,24.99,CUST-1336,United Kingdom,24.99
INV-100451,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2023-08-20 00:00:00,149.99,CUST-1383,United States,149.99
INV-100452,SKU-105,Smart Fitness Tracker Band,Wearables,1,2024-04-12 00:00:00,59.99,CUST-1104,United States,59.99
INV-100453,SKU-109,Laptop Stand Aluminum,Accessories,2,2024-04-25 00:00:00,39.99,CUST-1475,United States,79.98
INV-100454,SKU-108,Portable Espresso Maker,Kitchen,2,2023-03-09 00:00:00,79.99,CUST-1242,United Kingdom,159.98
INV-100455,SKU-108,Portable Espresso Maker,Kitchen,2,2023-09-06 00:00:00,79.99,CUST-1226,United States,159.98
INV-100456,SKU-105,Smart Fitness Tracker Band,Wearables,4,2023-11-19 00:00:00,59.99,CUST-1276,United States,239.96
INV-100457,SKU-109,Laptop Stand Aluminum,Accessories,1,2024-06-01 00:00:00,39.99,CUST-1033,United States,39.99
INV-100458,SKU-103,Mechanical Gaming Keyboard,Peripherals,5,2024-03-07 00:00:00,89.5,CUST-1093,United States,447.5
INV-100459,SKU-103,Mechanical Gaming Keyboard,Peripherals,3,2024-05-01 00:00:00,89.5,CUST-1408,United States,268.5
INV-100460,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2024-03-04 00:00:00,149.99,CUST-1050,Australia,149.99
INV-100461,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-09-26 00:00:00,39.99,CUST-1337,United States,39.99
INV-100462,SKU-106,USB-C Multiport Adapter,Accessories,1,2024-06-20 00:00:00,34.5,CUST-1140,Germany,34.5
INV-100463,SKU-102,Ergonomic Office Chair,Furniture,1,2023-05-28 00:00:00,229.0,CUST-1229,United States,229.0
INV-100464,SKU-108,Portable Espresso Maker,Kitchen,1,2023-04-28 00:00:00,79.99,CUST-1162,Germany,79.99
INV-100465,SKU-109,Laptop Stand Aluminum,Accessories,1,2024-01-02 00:00:00,39.99,CUST-1209,United Kingdom,39.99
INV-100466,SKU-109,Laptop Stand Aluminum,Accessories,2,2023-03-07 00:00:00,39.99,CUST-1399,United States,79.98
INV-100467,SKU-102,Ergonomic Office Chair,Furniture,1,2024-01-05 00:00:00,229.0,CUST-1173,Canada,229.0
INV-100468,SKU-102,Ergonomic Office Chair,Furniture,1,2023-06-24 00:00:00,229.0,CUST-1313,United Kingdom,229.0
INV-100469,SKU-107,Organic Cotton Throw Blanket,Home,3,2024-05-09 00:00:00,45.0,CUST-1261,Canada,135.0
INV-100470,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-04-24 00:00:00,24.99,CUST-1382,United States,24.99
INV-100471,SKU-101,Wireless Noise-Canceling Headphones,Audio,8,2023-04-21 00:00:00,149.99,CUST-1478,India,1199.92
INV-100472,SKU-108,Portable Espresso Maker,Kitchen,1,2024-03-14 00:00:00,79.99,CUST-1405,Canada,79.99
INV-100473,SKU-102,Ergonomic Office Chair,Furniture,5,2023-05-27 00:00:00,229.0,CUST-1127,France,1145.0
INV-100474,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-02-04 00:00:00,89.5,CUST-1012,United Kingdom,89.5
INV-100475,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-11-05 00:00:00,59.99,CUST-1154,United Kingdom,59.99
INV-100476,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2024-06-21 00:00:00,89.5,CUST-1326,Canada,89.5
INV-100477,SKU-107,Organic Cotton Throw Blanket,Home,2,2023-01-14 00:00:00,45.0,CUST-1034,Australia,90.0
INV-100478,SKU-107,Organic Cotton Throw Blanket,Home,3,2024-01-09 00:00:00,45.0,CUST-1264,France,135.0
INV-100479,SKU-102,Ergonomic Office Chair,Furniture,1,2024-03-03 00:00:00,229.0,CUST-1329,United States,229.0
INV-100480,SKU-107,Organic Cotton Throw Blanket,Home,4,2023-08-21 00:00:00,45.0,CUST-1194,Canada,180.0
INV-100481,SKU-106,USB-C Multiport Adapter,Accessories,1,2024-03-15 00:00:00,34.5,CUST-1427,United States,34.5
INV-100482,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,2,2024-05-16 00:00:00,49.99,CUST-1055,United Kingdom,99.98
INV-100483,SKU-109,Laptop Stand Aluminum,Accessories,3,2023-10-02 00:00:00,39.99,CUST-1048,United States,119.97
INV-100484,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-03-17 00:00:00,39.99,CUST-1403,United States,39.99
INV-100485,SKU-102,Ergonomic Office Chair,Furniture,1,2024-03-14 00:00:00,229.0,CUST-1264,France,229.0
INV-100486,SKU-107,Organic Cotton Throw Blanket,Home,4,2023-10-16 00:00:00,45.0,CUST-1390,United States,180.0
INV-100487,SKU-105,Smart Fitness Tracker Band,Wearables,4,2024-06-23 00:00:00,59.99,CUST-1247,Germany,239.96
INV-100488,SKU-106,USB-C Multiport Adapter,Accessories,8,2023-09-10 00:00:00,34.5,CUST-1140,United Kingdom,276.0
INV-100489,SKU-101,Wireless Noise-Canceling Headphones,Audio,4,2023-05-06 00:00:00,149.99,CUST-1446,United States,599.96
INV-100490,SKU-107,Organic Cotton Throw Blanket,Home,1,2023-06-26 00:00:00,45.0,CUST-1441,United States,45.0
INV-100491,SKU-106,USB-C Multiport Adapter,Accessories,3,2023-02-06 00:00:00,34.5,CUST-1390,United Kingdom,103.5
INV-100492,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2024-02-14 00:00:00,24.99,CUST-1154,United States,24.99
INV-100493,SKU-101,Wireless Noise-Canceling Headphones,Audio,10,2023-05-07 00:00:00,149.99,CUST-1324,Canada,1499.9
INV-100494,SKU-109,Laptop Stand Aluminum,Accessories,1,2024-04-27 00:00:00,39.99,CUST-1214,India,39.99
INV-100495,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-06-17 00:00:00,24.99,CUST-1052,United States,24.99
INV-100496,SKU-102,Ergonomic Office Chair,Furniture,1,2023-10-21 00:00:00,229.0,CUST-1475,United States,229.0
INV-100497,SKU-108,Portable Espresso Maker,Kitchen,1,2023-12-09 00:00:00,79.99,CUST-1069,United Kingdom,79.99
INV-100498,SKU-102,Ergonomic Office Chair,Furniture,1,2023-11-06 00:00:00,229.0,CUST-1488,Germany,229.0
INV-100499,SKU-105,Smart Fitness Tracker Band,Wearables,4,2024-06-11 00:00:00,59.99,CUST-1248,United States,239.96
INV-100500,SKU-106,USB-C Multiport Adapter,Accessories,3,2024-06-23 00:00:00,34.5,CUST-1112,United States,103.5
INV-100501,SKU-108,Portable Espresso Maker,Kitchen,1,2024-02-23 00:00:00,79.99,CUST-1301,United Kingdom,79.99
INV-100502,SKU-101,Wireless Noise-Canceling Headphones,Audio,2,2024-03-19 00:00:00,149.99,CUST-1469,France,299.98
INV-100503,SKU-101,Wireless Noise-Canceling Headphones,Audio,2,2023-08-24 00:00:00,149.99,CUST-1405,United States,299.98
INV-100504,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2024-03-14 00:00:00,24.99,CUST-1444,United States,24.99
INV-100505,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-08-02 00:00:00,59.99,CUST-1378,France,59.99
INV-100506,SKU-109,Laptop Stand Aluminum,Accessories,3,2023-03-26 00:00:00,39.99,CUST-1390,Germany,119.97
INV-100507,SKU-107,Organic Cotton Throw Blanket,Home,2,2023-03-26 00:00:00,45.0,CUST-1461,Germany,90.0
INV-100508,SKU-107,Organic Cotton Throw Blanket,Home,1,2024-05-03 00:00:00,45.0,CUST-1140,United Kingdom,45.0
INV-100509,SKU-108,Portable Espresso Maker,Kitchen,2,2023-03-06 00:00:00,79.99,CUST-1261,India,159.98
INV-100510,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-03-05 00:00:00,59.99,CUST-1134,Germany,59.99
INV-100511,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-12-09 00:00:00,59.99,CUST-1499,Australia,59.99
INV-100512,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2023-12-18 00:00:00,149.99,CUST-1484,Germany,149.99
INV-100513,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-06-07 00:00:00,39.99,CUST-1025,Germany,39.99
INV-100514,SKU-106,USB-C Multiport Adapter,Accessories,2,2024-05-05 00:00:00,34.5,CUST-1393,United States,69.0
INV-100515,SKU-109,Laptop Stand Aluminum,Accessories,4,2024-04-07 00:00:00,39.99,CUST-1475,United States,159.96
INV-100516,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-08-13 00:00:00,89.5,CUST-1107,Canada,89.5
INV-100517,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-11-09 00:00:00,59.99,CUST-1313,United States,59.99
INV-100518,SKU-102,Ergonomic Office Chair,Furniture,2,2024-04-10 00:00:00,229.0,CUST-1475,United Kingdom,458.0
INV-100519,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,3,2023-03-29 00:00:00,49.99,CUST-1017,United States,149.97
INV-100520,SKU-105,Smart Fitness Tracker Band,Wearables,2,2023-10-30 00:00:00,59.99,CUST-1390,Canada,119.98
INV-100521,SKU-108,Portable Espresso Maker,Kitchen,3,2024-03-10 00:00:00,79.99,CUST-1174,United States,239.97
INV-100522,SKU-102,Ergonomic Office Chair,Furniture,1,2023-05-15 00:00:00,229.0,CUST-1475,Canada,229.0
INV-100523,SKU-108,Portable Espresso Maker,Kitchen,2,2023-02-19 00:00:00,79.99,CUST-1498,United Kingdom,159.98
INV-100524,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2024-03-07 00:00:00,24.99,CUST-1484,United States,24.99
INV-100525,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2023-12-06 00:00:00,49.99,CUST-1261,United Kingdom,49.99
INV-100526,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2023-12-13 00:00:00,49.99,CUST-1464,United States,49.99
INV-100527,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2023-12-13 00:00:00,149.99,CUST-1453,United States,149.99
INV-100528,SKU-105,Smart Fitness Tracker Band,Wearables,4,2023-09-02 00:00:00,59.99,CUST-1186,United States,239.96
INV-100529,SKU-101,Wireless Noise-Canceling Headphones,Audio,3,2023-04-19 00:00:00,149.99,CUST-1446,United States,449.97
INV-100530,SKU-107,Organic Cotton Throw Blanket,Home,1,2024-06-16 00:00:00,45.0,CUST-1024,India,45.0
INV-100531,SKU-108,Portable Espresso Maker,Kitchen,1,2023-03-31 00:00:00,79.99,CUST-1328,United States,79.99
INV-100532,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-10-23 00:00:00,89.5,CUST-1139,Germany,89.5
INV-100533,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-04-22 00:00:00,89.5,CUST-1069,United States,89.5
INV-100534,SKU-107,Organic Cotton Throw Blanket,Home,2,2023-06-26 00:00:00,45.0,CUST-1050,Germany,90.0
INV-100535,SKU-104,Stainless Steel Water Bottle,Lifestyle,4,2023-12-09 00:00:00,24.99,CUST-1390,United States,99.96
INV-100536,SKU-103,Mechanical Gaming Keyboard,Peripherals,8,2023-04-11 00:00:00,89.5,CUST-1197,Germany,716.0
INV-100537,SKU-108,Portable Espresso Maker,Kitchen,2,2024-02-05 00:00:00,79.99,CUST-1401,Germany,159.98
INV-100538,SKU-103,Mechanical Gaming Keyboard,Peripherals,3,2023-01-28 00:00:00,89.5,CUST-1038,Germany,268.5
INV-100539,SKU-107,Organic Cotton Throw Blanket,Home,1,2024-06-20 00:00:00,45.0,CUST-1183,United States,45.0
INV-100540,SKU-102,Ergonomic Office Chair,Furniture,1,2023-02-27 00:00:00,229.0,CUST-1296,Germany,229.0
INV-100541,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2024-05-12 00:00:00,149.99,CUST-1441,United States,149.99
INV-100542,SKU-106,USB-C Multiport Adapter,Accessories,1,2023-10-24 00:00:00,34.5,CUST-1185,United States,34.5
INV-100543,SKU-108,Portable Espresso Maker,Kitchen,2,2023-05-14 00:00:00,79.99,CUST-1358,United States,159.98
INV-100544,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2023-11-27 00:00:00,149.99,CUST-1471,United States,149.99
INV-100545,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2023-09-06 00:00:00,49.99,CUST-1352,United Kingdom,49.99
INV-100546,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-03-16 00:00:00,39.99,CUST-1139,Germany,39.99
INV-100547,SKU-103,Mechanical Gaming Keyboard,Peripherals,5,2023-06-17 00:00:00,89.5,CUST-1011,United States,447.5
INV-100548,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2024-05-17 00:00:00,89.5,CUST-1469,United States,89.5
INV-100549,SKU-104,Stainless Steel Water Bottle,Lifestyle,2,2023-12-21 00:00:00,24.99,CUST-1011,United States,49.98
INV-100550,SKU-101,Wireless Noise-Canceling Headphones,Audio,2,2023-08-13 00:00:00,149.99,CUST-1469,Germany,299.98
INV-100551,SKU-109,Laptop Stand Aluminum,Accessories,1,2024-06-14 00:00:00,39.99,CUST-1280,United Kingdom,39.99
INV-100552,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-05-26 00:00:00,89.5,CUST-1479,United States,89.5
INV-100553,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,4,2023-08-29 00:00:00,49.99,CUST-1441,Germany,199.96
INV-100554,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-12-10 00:00:00,24.99,CUST-1499,United Kingdom,24.99
INV-100555,SKU-101,Wireless Noise-Canceling Headphones,Audio,5,2023-02-04 00:00:00,149.99,CUST-1203,United Kingdom,749.95
INV-100556,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-01-01 00:00:00,24.99,CUST-1423,United Kingdom,24.99
INV-100557,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2023-06-02 00:00:00,149.99,CUST-1240,Germany,149.99
INV-100558,SKU-105,Smart Fitness Tracker Band,Wearables,4,2024-03-04 00:00:00,59.99,CUST-1261,Germany,239.96
INV-100559,SKU-105,Smart Fitness Tracker Band,Wearables,3,2024-05-22 00:00:00,59.99,CUST-1359,United States,179.97
INV-100560,SKU-107,Organic Cotton Throw Blanket,Home,10,2023-05-06 00:00:00,45.0,CUST-1469,United States,450.0
INV-100561,SKU-108,Portable Espresso Maker,Kitchen,2,2024-05-05 00:00:00,79.99,CUST-1499,United States,159.98
INV-100562,SKU-104,Stainless Steel Water Bottle,Lifestyle,5,2024-04-26 00:00:00,24.99,CUST-1425,Germany,124.95
INV-100563,SKU-107,Organic Cotton Throw Blanket,Home,3,2023-12-11 00:00:00,45.0,CUST-1242,Australia,135.0
INV-100564,SKU-104,Stainless Steel Water Bottle,Lifestyle,3,2023-08-09 00:00:00,24.99,CUST-1245,United States,74.97
INV-100565,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-01-25 00:00:00,89.5,CUST-1408,United States,89.5
INV-100566,SKU-106,USB-C Multiport Adapter,Accessories,1,2024-06-11 00:00:00,34.5,CUST-1139,Canada,34.5
INV-100567,SKU-104,Stainless Steel Water Bottle,Lifestyle,5,2023-07-01 00:00:00,24.99,CUST-1062,Canada,124.95
INV-100568,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2024-05-13 00:00:00,89.5,CUST-1207,Australia,89.5
INV-100569,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-02-11 00:00:00,39.99,CUST-1161,United Kingdom,39.99
INV-100570,SKU-105,Smart Fitness Tracker Band,Wearables,1,2024-04-25 00:00:00,59.99,CUST-1172,Australia,59.99
INV-100571,SKU-107,Organic Cotton Throw Blanket,Home,1,2024-03-14 00:00:00,45.0,CUST-1139,United States,45.0
INV-100572,SKU-106,USB-C Multiport Adapter,Accessories,1,2024-02-06 00:00:00,34.5,CUST-1030,United States,34.5
INV-100573,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2024-06-29 00:00:00,49.99,CUST-1011,United States,49.99
INV-100574,SKU-105,Smart Fitness Tracker Band,Wearables,4,2023-12-11 00:00:00,59.99,CUST-1499,Germany,239.96
INV-100575,SKU-107,Organic Cotton Throw Blanket,Home,1,2023-02-14 00:00:00,45.0,CUST-1247,United States,45.0
INV-100576,SKU-106,USB-C Multiport Adapter,Accessories,1,2023-01-21 00:00:00,34.5,CUST-1227,United Kingdom,34.5
INV-100577,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2023-03-11 00:00:00,49.99,CUST-1390,United Kingdom,49.99
INV-100578,SKU-102,Ergonomic Office Chair,Furniture,1,2023-02-17 00:00:00,229.0,CUST-1131,United States,229.0
INV-100579,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2024-05-05 00:00:00,89.5,CUST-1488,Australia,89.5
INV-100580,SKU-102,Ergonomic Office Chair,Furniture,2,2023-10-14 00:00:00,229.0,CUST-1441,United States,458.0
INV-100581,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-01-10 00:00:00,89.5,CUST-1051,United States,89.5
INV-100582,SKU-101,Wireless Noise-Canceling Headphones,Audio,4,2024-06-25 00:00:00,149.99,CUST-1242,Canada,599.96
INV-100583,SKU-108,Portable Espresso Maker,Kitchen,1,2023-10-01 00:00:00,79.99,CUST-1471,United States,79.99
INV-100584,SKU-106,USB-C Multiport Adapter,Accessories,1,2024-01-16 00:00:00,34.5,CUST-1484,Germany,34.5
INV-100585,SKU-102,Ergonomic Office Chair,Furniture,1,2023-11-25 00:00:00,229.0,CUST-1261,Canada,229.0
INV-100586,SKU-108,Portable Espresso Maker,Kitchen,1,2024-04-23 00:00:00,79.99,CUST-1351,France,79.99
INV-100587,SKU-106,USB-C Multiport Adapter,Accessories,2,2023-01-15 00:00:00,34.5,CUST-1094,Australia,69.0
INV-100588,SKU-107,Organic Cotton Throw Blanket,Home,3,2024-05-30 00:00:00,45.0,CUST-1499,United States,135.0
INV-100589,SKU-101,Wireless Noise-Canceling Headphones,Audio,2,2023-07-10 00:00:00,149.99,CUST-1139,United Kingdom,299.98
INV-100590,SKU-107,Organic Cotton Throw Blanket,Home,1,2023-06-17 00:00:00,45.0,CUST-1483,United States,45.0
INV-100591,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2024-06-04 00:00:00,89.5,CUST-1367,United States,89.5
INV-100592,SKU-108,Portable Espresso Maker,Kitchen,1,2023-05-17 00:00:00,79.99,CUST-1344,United States,79.99
INV-100593,SKU-106,USB-C Multiport Adapter,Accessories,5,2023-06-03 00:00:00,34.5,CUST-1273,United States,172.5
INV-100594,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2024-01-23 00:00:00,24.99,CUST-1139,Australia,24.99
INV-100595,SKU-108,Portable Espresso Maker,Kitchen,2,2023-07-28 00:00:00,79.99,CUST-1104,United States,159.98
INV-100596,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-09-29 00:00:00,39.99,CUST-1134,United Kingdom,39.99
INV-100597,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2023-05-23 00:00:00,49.99,CUST-1112,United States,49.99
INV-100598,SKU-102,Ergonomic Office Chair,Furniture,1,2023-03-10 00:00:00,229.0,CUST-1437,United Kingdom,229.0
INV-100599,SKU-106,USB-C Multiport Adapter,Accessories,1,2023-09-04 00:00:00,34.5,CUST-1203,France,34.5
INV-100600,SKU-105,Smart Fitness Tracker Band,Wearables,2,2023-09-18 00:00:00,59.99,CUST-1034,United States,119.98
INV-100601,SKU-105,Smart Fitness Tracker Band,Wearables,1,2023-03-20 00:00:00,59.99,CUST-1498,United Kingdom,59.99
INV-100602,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,2,2024-06-08 00:00:00,49.99,CUST-1471,United States,99.98
INV-100603,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-11-26 00:00:00,89.5,CUST-1478,United States,89.5
INV-100604,SKU-108,Portable Espresso Maker,Kitchen,5,2023-07-08 00:00:00,79.99,CUST-1499,United Kingdom,399.95
INV-100605,SKU-108,Portable Espresso Maker,Kitchen,1,2023-04-05 00:00:00,79.99,CUST-1104,Canada,79.99
INV-100606,SKU-105,Smart Fitness Tracker Band,Wearables,4,2023-01-08 00:00:00,59.99,CUST-1235,United States,239.96
INV-100607,SKU-108,Portable Espresso Maker,Kitchen,3,2023-03-08 00:00:00,79.99,CUST-1416,United States,239.97
INV-100608,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,8,2024-05-10 00:00:00,49.99,CUST-1390,United States,399.92
INV-100609,SKU-108,Portable Espresso Maker,Kitchen,1,2023-07-10 00:00:00,79.99,CUST-1085,Canada,79.99
INV-100610,SKU-103,Mechanical Gaming Keyboard,Peripherals,2,2024-01-01 00:00:00,89.5,CUST-1446,Germany,179.0
INV-100611,SKU-102,Ergonomic Office Chair,Furniture,1,2024-06-04 00:00:00,229.0,CUST-1134,United Kingdom,229.0
INV-100612,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-04-27 00:00:00,39.99,CUST-1134,United Kingdom,39.99
INV-100613,SKU-102,Ergonomic Office Chair,Furniture,1,2023-09-24 00:00:00,229.0,CUST-1293,Australia,229.0
INV-100614,SKU-109,Laptop Stand Aluminum,Accessories,1,2024-04-29 00:00:00,39.99,CUST-1325,Canada,39.99
INV-100615,SKU-104,Stainless Steel Water Bottle,Lifestyle,10,2024-05-23 00:00:00,24.99,CUST-1320,Canada,249.9
INV-100616,SKU-102,Ergonomic Office Chair,Furniture,1,2023-10-25 00:00:00,229.0,CUST-1052,Canada,229.0
INV-100617,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2023-06-13 00:00:00,49.99,CUST-1471,Germany,49.99
INV-100618,SKU-101,Wireless Noise-Canceling Headphones,Audio,2,2024-01-11 00:00:00,149.99,CUST-1154,United Kingdom,299.98
INV-100619,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-09-25 00:00:00,24.99,CUST-1069,Australia,24.99
INV-100620,SKU-109,Laptop Stand Aluminum,Accessories,2,2023-03-15 00:00:00,39.99,CUST-1473,France,79.98
INV-100621,SKU-109,Laptop Stand Aluminum,Accessories,1,2024-05-22 00:00:00,39.99,CUST-1488,United States,39.99
INV-100622,SKU-104,Stainless Steel Water Bottle,Lifestyle,1,2023-03-14 00:00:00,24.99,CUST-1465,United States,24.99
INV-100623,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-11-04 00:00:00,39.99,CUST-1445,France,39.99
INV-100624,SKU-106,USB-C Multiport Adapter,Accessories,5,2023-07-18 00:00:00,34.5,CUST-1376,United States,172.5
INV-100625,SKU-101,Wireless Noise-Canceling Headphones,Audio,2,2023-05-10 00:00:00,149.99,CUST-1305,Australia,299.98
INV-100626,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,8,2024-05-01 00:00:00,49.99,CUST-1050,United States,399.92
INV-100627,SKU-106,USB-C Multiport Adapter,Accessories,1,2023-05-31 00:00:00,34.5,CUST-1241,United States,34.5
INV-100628,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-07-25 00:00:00,39.99,CUST-1226,United States,39.99
INV-100629,SKU-102,Ergonomic Office Chair,Furniture,1,2023-06-28 00:00:00,229.0,CUST-1150,United States,229.0
INV-100630,SKU-106,USB-C Multiport Adapter,Accessories,1,2023-07-16 00:00:00,34.5,CUST-1401,United States,34.5
INV-100631,SKU-102,Ergonomic Office Chair,Furniture,1,2023-03-30 00:00:00,229.0,CUST-1264,United Kingdom,229.0
INV-100632,SKU-104,Stainless Steel Water Bottle,Lifestyle,2,2024-03-09 00:00:00,24.99,CUST-1050,Germany,49.98
INV-100633,SKU-108,Portable Espresso Maker,Kitchen,1,2023-07-02 00:00:00,79.99,CUST-1134,India,79.99
INV-100634,SKU-107,Organic Cotton Throw Blanket,Home,1,2023-07-28 00:00:00,45.0,CUST-1390,United States,45.0
INV-100635,SKU-109,Laptop Stand Aluminum,Accessories,4,2024-05-07 00:00:00,39.99,CUST-1050,United Kingdom,159.96
INV-100636,SKU-107,Organic Cotton Throw Blanket,Home,2,2023-05-10 00:00:00,45.0,CUST-1462,United Kingdom,90.0
INV-100637,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2023-01-13 00:00:00,149.99,CUST-1264,United Kingdom,149.99
INV-100638,SKU-102,Ergonomic Office Chair,Furniture,1,2023-04-16 00:00:00,229.0,CUST-1261,United Kingdom,229.0
INV-100639,SKU-106,USB-C Multiport Adapter,Accessories,1,2024-01-10 00:00:00,34.5,CUST-1324,United States,34.5
INV-100640,SKU-107,Organic Cotton Throw Blanket,Home,1,2023-04-09 00:00:00,45.0,CUST-1446,United States,45.0
INV-100641,SKU-103,Mechanical Gaming Keyboard,Peripherals,2,2023-07-11 00:00:00,89.5,CUST-1200,United States,179.0
INV-100642,SKU-109,Laptop Stand Aluminum,Accessories,1,2023-11-21 00:00:00,39.99,CUST-1390,United States,39.99
INV-100643,SKU-107,Organic Cotton Throw Blanket,Home,3,2024-04-11 00:00:00,45.0,CUST-1313,Germany,135.0
INV-100644,SKU-106,USB-C Multiport Adapter,Accessories,2,2024-01-02 00:00:00,34.5,CUST-1154,United States,69.0
INV-100645,SKU-106,USB-C Multiport Adapter,Accessories,2,2023-11-14 00:00:00,34.5,CUST-1471,Australia,69.0
INV-100646,SKU-101,Wireless Noise-Canceling Headphones,Audio,1,2023-05-24 00:00:00,149.99,CUST-1441,France,149.99
INV-100647,SKU-105,Smart Fitness Tracker Band,Wearables,1,2024-01-19 00:00:00,59.99,CUST-1378,India,59.99
INV-100648,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,2,2023-08-04 00:00:00,49.99,CUST-1462,France,99.98
INV-100649,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-12-27 00:00:00,89.5,CUST-1469,United States,89.5
INV-100650,SKU-107,Organic Cotton Throw Blanket,Home,1,2023-11-20 00:00:00,45.0,CUST-1395,United Kingdom,45.0
INV-100651,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2023-01-15 00:00:00,49.99,CUST-1447,United States,49.99
INV-100652,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-08-05 00:00:00,89.5,CUST-1390,Canada,89.5
INV-100653,SKU-105,Smart Fitness Tracker Band,Wearables,2,2024-05-06 00:00:00,59.99,CUST-1390,Australia,119.98
INV-100654,SKU-107,Organic Cotton Throw Blanket,Home,1,2023-07-02 00:00:00,45.0,CUST-1356,Australia,45.0
INV-100655,SKU-103,Mechanical Gaming Keyboard,Peripherals,1,2023-09-27 00:00:00,89.5,CUST-1412,United States,89.5
INV-100656,SKU-110,LED Desk Lamp with Wireless Charging,Lighting,1,2024-04-11 00:00:00,49.99,CUST-1088,Canada,49.99
INV-100657,SKU-102,Ergonomic Office Chair,Furniture,1,2024-06-02 00:00:00,229.0,CUST-1471,United States,229.0
INV-100658,SKU-106,USB-C Multiport Adapter,Accessories,3,2024-06-25 00:00:00,34.5,CUST-1469,United States,103.5
INV-100659,SKU-108,Portable Espresso Maker,Kitchen,3,2024-04-11 00:00:00,79.99,CUST-1011,Canada,239.97
